NOMBRE DEPARTAMENTO;NOMBRE MUNICIPIO;PDET;NOMBRE CENTRO POBLADO;NOMBRE SEDE EDUCATIVA;FECHA INICIO DE OPERACIÓN;FIN DE OPERACIÓN INICIAL;ESTADO
SUCRE;SAN ONOFRE;SI;CORREG SABANAS;INST EDUC RAFAEL NUÑEZ;;;INSTALACIÓN
SUCRE;SAN ONOFRE;SI;CLL CHUPA PALO ALTO;PRIMARIA DE PALO ALTO;;;INSTALACIÓN
SUCRE;SAN ONOFRE;SI;CORREG BERRUGA;INST EDUC SABAS EDMUNDO BALSEIRO BLANCO;;;INSTALACIÓN
SUCRE;SAN ONOFRE;SI;VEREDA PAJONAL;INST EDUC PAJONAL;;;INSTALACIÓN
SUCRE;SAN ONOFRE;SI;VEREDA HIGUERON;I.E. HIGUERON - SEDE PRINCIPAL;;;EN PLANEACIÓN
SUCRE;SAN ONOFRE;SI;CORREGIMIENTO BARRANCA;CENTRO EDUCATIVO BARRANCA (Sede Principal);2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN ONOFRE;SI;LAS BRISAS;CENTRO EDUCATIVO LAS BRISAS;;;EN PLANEACIÓN
SUCRE;SAN ONOFRE;SI;EL CERRO;CENTRO EDUCATIVO EL CERRO;;;INSTALACIÓN
SUCRE;CHALÁN;SI;DESBARRANCADO;LOS COMUNEROS;;;EN PLANEACIÓN
SUCRE;SAN ONOFRE;SI;VDA EL PEÑON;CENTRO EDUCATIVO EL PEÑON;;;INSTALACIÓN
SUCRE;COLOSÓ;SI;CORREG CEIBA;CEIBA;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;MAJAGUAL;NO;CORREG LEON BLANCO;LEON BLANCO;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;MAJAGUAL;NO;VEREDA EL JOBO;CENTRO EDUCATIVO EL JOBO;;;EN PLANEACIÓN
SUCRE;MAJAGUAL;NO;VDA EL PARAISO;CENTRO EDUCATIVO PARAISO;;;INSTALACIÓN
SUCRE;MAJAGUAL;NO;CORREG TOMALA;I.E.T. AGRO DE TOMALA - SEDE PRINCIPAL;;;EN PLANEACIÓN
SUCRE;MAJAGUAL;NO;BOCA DE LAS MUJERES;CENTRO EDUCATIVO BOCA DE LAS MUJERES;;;INSTALACIÓN
SUCRE;MAJAGUAL;NO;CORREGIMIENTO DE TRES BOCAS;CENTRO EDUCATIVO LA ESPERANZA - TRES BOCAS;;;INSTALACIÓN
SUCRE;MAJAGUAL;NO;VEREDA EL COROZAL;INSTITUCION EDUCATIVA EL COROZAL;;;INSTALACIÓN
SUCRE;MAJAGUAL;NO;VEREDA DE LANA;LANA;;;INSTALACIÓN
SUCRE;MAJAGUAL;NO;VDA EL CANAL;CENTRO EDUCATIVO EL CANAL;;;INSTALACIÓN
SUCRE;MAJAGUAL;NO;LAS PALMITAS;I.E. LAS PALMITAS - SEDE PRINCIPAL;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;MAJAGUAL;NO;VDA. LA UNION;LA UNION;;;EN PLANEACIÓN
SUCRE;MAJAGUAL;NO;PUERTO EL ALJIBE;CENTRO EDUCATIVO EL ALJIBE;;;INSTALACIÓN
SUCRE;MAJAGUAL;NO;ZAPATA;I.E. ZAPATA - SEDE PRINCIPAL;;;EN PLANEACIÓN
SUCRE;MAJAGUAL;NO;EL PALOMAR;INST EDUC EL PALOMAR;;;INSTALACIÓN
SUCRE;MAJAGUAL;NO;EL NUEVO INDIO;EL INDIO;;;INSTALACIÓN
SUCRE;SAMPUÉS;NO;VILLANUEVA;CENTRO EDUCATIVO INDIGENA VILLANUEVA;;;INSTALACIÓN
SUCRE;SAMPUÉS;NO;MATA DE CAÑA;CENTRO EDUCATIVO INDIGENA MATA DE CAÑA;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;SAMPUÉS;NO;CORREG SABANAS LA NEGRA;INS EDU INDIGENA SABANAS DE LA NEGRA;;;INSTALACIÓN
SUCRE;SAMPUÉS;NO;SEGOVIA;I.E. SEGOVIA - SEDE PRINCIPAL;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAMPUÉS;NO;SAN LUIS;INST EDUC SAN LUIS BELTRAN;;;INSTALACIÓN
SUCRE;SAMPUÉS;NO;SABANALARGA;CENTRO EDUCATIVO SABANALARGA;;;EN PLANEACIÓN
SUCRE;SAMPUÉS;NO;PIEDRAS BLANCAS;CENTRO EDUCATIVO PIEDRAS BLANCAS;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;SAMPUÉS;NO;VEREDA SAN JOSE;CENTRO EDUCATIVO ANTONIO NARINO;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAMPUÉS;NO;CEJA DEL MANGO;CENTRO EDUCATIVO CEJA DEL MANGO;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAMPUÉS;NO;VDA. EL PAKI;I.E. INDIGENA SAN FRANCISCO EL PAKY - SEDE PRINCIPAL;;;INSTALACIÓN
SUCRE;SAMPUÉS;NO;CORREG HUERTAS CHICAS;CENTRO EDUCATIVO INDIGENA SAN JOSE DE HUERTAS CHICAS;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAMPUÉS;NO;BOSSA NAVARRO;INSTITUCION EDUCATIVA INDIGENA BOSSA NAVARRO;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;SAMPUÉS;NO;MATEO PEREZ;INST EDUC MATEO PEREZ;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAMPUÉS;NO;VEREDA GUAIMARO;CENTRO EDUCATIVO INDIGENA EL GUAIMARO;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAMPUÉS;NO;SANTA INES DE PALITO;CENTRO EDUCATIVO SANTA INES DE PALITO;;;INSTALACIÓN
SUCRE;SAMPUÉS;NO;CORREG ACHIOTE;CENTRO EDUCATIVO INDIGENA ACHIOTE;;;INSTALACIÓN
SUCRE;SAMPUÉS;NO;CORREG SILOE;CENTRO EDUCATIVO INDIGENA SILOÉ;;;INSTALACIÓN
SUCRE;SAMPUÉS;NO;COMUNIDAD INDIGENA HUERTAS CHICAS;CENTRO EDUCATIVO INDIGENA SAGRADO CORAZON DE JESUS;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAMPUÉS;NO;ESCOBAR ARRIBA;SEDE EL RETIRO;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAMPUÉS;NO;VDA LOMA DE PIEDRA;C.E. INDÍGENA LOMA DE PIEDRA - SEDE PRINCIPAL;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAMPUÉS;NO;CORREG ESCOBAR ABAJO;CENTRO EDUCATIVO LA ESPERANZA;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAMPUÉS;NO;VEREDA CALLE LARGA;CENTRO EDUCATIVO INDIGENA CALLE LARGA;;;INSTALACIÓN
SUCRE;SAMPUÉS;NO;COMUNIDAD INDIGENA COSTA DE ORO;SEDE COSTA DE ORO;;;INSTALACIÓN
SUCRE;SAN BENITO ABAD;NO;LA CEIBA;LA CEIBA;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;SAN BENITO ABAD;NO;CORREG SAN ISIDRO;CENTRO EDUCATIVO SAN ISIDRO;;;INSTALACIÓN
SUCRE;SAN BENITO ABAD;NO;CORREGIMIENTO LOS ANGELES;CENTRO EDUCATIVO LOS ANGELES;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;SAN BENITO ABAD;NO;EL CHUPO;EL CHUPO;;;EN PLANEACIÓN
SUCRE;SAN BENITO ABAD;NO;LAS PARCELAS SANTA FE;LAS PARCELAS SANTA FE;;;EN PLANEACIÓN
SUCRE;SAN BENITO ABAD;NO;CORREG SAN ROQUE;CENTRO EDUCATIVO SAN ROQUE;;;EN PLANEACIÓN
SUCRE;SAN BENITO ABAD;NO;CORREG LA VENTURA;INST EDUC LA VENTURA;;;INSTALACIÓN
SUCRE;EL ROBLE;NO;PALMITAL;CENTRO EDUCATIVO PALMITAL;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;EL ROBLE;NO;CORREG PATILLAL;CENTRO EDUCATIVO PATILLAL;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;EL ROBLE;NO;CORREG TIERRA SANTA;CENTRO EDUCATIVO TIERRA SANTA;;;EN PLANEACIÓN
SUCRE;EL ROBLE;NO;LAS TABLITAS;CENTRO EDUCATIVO LAS TABLITAS;;;EN PLANEACIÓN
SUCRE;SAN BENITO ABAD;NO;JEGUA;CENTRO EDUCATIVO JEGUA;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;SAN BENITO ABAD;NO;EL LIMON;INSTITUCION EDUCATIVA EL LIMON;;;INSTALACIÓN
SUCRE;SAN BENITO ABAD;NO;DOÑA ANA;CENTRO EDUCATIVO SAN JOSE - DOÑA ANA;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN BENITO ABAD;NO;CISPATACA;I.E. CISPATACA - SEDE PRINCIPAL;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN BENITO ABAD;NO;LA MOLINA;LA MOLINA;;;INSTALACIÓN
SUCRE;SAN BENITO ABAD;NO;LA PLAZA;CENTRO EDUCATIVO LA PLAZA RABON;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN BENITO ABAD;NO;CUIVA;C.E. CUIVA - SEDE PRINCIPAL;;;EN PLANEACIÓN
SUCRE;SAN BENITO ABAD;NO;REMOLINO;EL REMOLINO;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;GALERAS;NO;CORREG DE PUERTO FRANCO;INST EDUC PUERTO FRANCO;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN BENITO ABAD;NO;CORREG EL CAUCHAL;I.E. EL CAUCHAL - SEDE PRINCIPAL;;;EN PLANEACIÓN
SUCRE;SAN BENITO ABAD;NO;SANTIAGO APOSTOL;INST EDUC SANTIAGO APOSTOL;;;EN PLANEACIÓN
SUCRE;SAN BENITO ABAD;NO;VDA. TOSNOVAN;TOSNOVAN;;;EN PLANEACIÓN
SUCRE;SAN BENITO ABAD;NO;CORREG LAS DELICIAS ABAJO;C.E. LAS DELICIAS ABAJO - SEDE PRINCIPAL;;;EN PLANEACIÓN
SUCRE;EL ROBLE;NO;CALLEJON;I.E. CALLEJON - SEDE PRINCIPAL;;;EN PLANEACIÓN
SUCRE;EL ROBLE;NO;VEREDA GRILLO ALEGRE;GRILLO ALEGRE;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN BENITO ABAD;NO;CORREGIMIENTO VILLA NUEVA;VILLANUEVA;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN BENITO ABAD;NO;VDA. VENEZUELA;SAN RAFAEL DE VENEZUELA;;;EN PLANEACIÓN
SUCRE;SAN BENITO ABAD;NO;PUNTA NUEVA;NTRA SRA DEL CARMEN;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN BENITO ABAD;NO;RANCHO LA TIA;CENTRO EDUCATIVO RANCHO LA TIA;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;SAN BENITO ABAD;NO;GUAYABAL;CENTRO EDUCATIVO GUAYABAL;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN BENITO ABAD;NO;PUNTA DE BLANCO;I.E.T.A. OPCION PESCA - SEDE PRINCIPAL;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN JUAN DE BETULIA;NO;LOMA ALTA;CENTRO EDUCATIVO LOMA ALTA;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN JUAN DE BETULIA;NO;LAS CRUCES;LAS CRUCES;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;SAN JUAN DE BETULIA;NO;VILLA LOPEZ;VILLA LOPEZ;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN JUAN DE BETULIA;NO;HATO VIEJO;CENTRO EDUCATIVO HATO VIEJO;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;SAN JUAN DE BETULIA;NO;EL SOCORRO;EL SOCORRO;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN JUAN DE BETULIA;NO;SABANETA;I.E. SABANETA - SEDE PRINCIPAL;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN JUAN DE BETULIA;NO;VEREDA GARRAPATERO;CENTRO EDUCATIVO GARRAPATERO;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;SAN JUAN DE BETULIA;NO;ALBANIA;INST EDUC TEC AGRO DE ALBANIA;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;SAN JUAN DE BETULIA;NO;VEREDA EL PARAMO;CENTRO EDUCATIVO EL PARAMO;;;EN PLANEACIÓN
SUCRE;SAN JUAN DE BETULIA;NO;SANTO TOMAS;SANTO TOMAS;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN MARCOS;NO;EL TABLON;CENTRO EDUCATIVO EL TABLON;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;SAN MARCOS;NO;CANDELARIA;I.E. CANDELARIA - SEDE PRINCIPAL;;;INSTALACIÓN
SUCRE;SAN MARCOS;NO;CAÑO PRIETO;INSTITUCION EDUCATIVA CAÑO PRIETO;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN MARCOS;NO;VDA CUCHARITO;CENTRO EDUCATIVO CUCHARITO;;;INSTALACIÓN
SUCRE;SAN MARCOS;NO;LA COSTERA;LA COSTERA;;;INSTALACIÓN
SUCRE;SAN MARCOS;NO;EL LLANO;CENTRO EDUCATIVO EL LLANO;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN MARCOS;NO;VDA. EL TORNO;CENTRO EDUCATIVO EL TORNO - SEDE PRINCIPAL;;;EN PLANEACIÓN
SUCRE;SAN MARCOS;NO;VDA SAN FELIPE;SEDE SAN FELIPE;;;EN PLANEACIÓN
SUCRE;SAN MARCOS;NO;CAYO DE LA CRUZ;CENTRO EDUCATIVO CAYO DE LA CRUZ;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN MARCOS;NO;NEIVA;CENTRO EDUCATIVO NEIVA;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN MARCOS;NO;EL OASIS;SEDE LA NUEVA METRA;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN MARCOS;NO;VEREDA LA FLORIDA;CENTRO EDUCATIVO BOCA PUERTA;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN MARCOS;NO;VDA. PARCELAS DE LA GLORIA;SAN JOSÉ;;;EN PLANEACIÓN
SUCRE;SAN MARCOS;NO;CORREG PALO ALTO;INST EDUC PALO ALTO;;;EN PLANEACIÓN
SUCRE;SAN MARCOS;NO;BELEN;CENTRO EDUCATIVO BELEN;;;INSTALACIÓN
SUCRE;SAN MARCOS;NO;EL PITAL;C.E. EL PITAL - SEDE PRINCIPAL;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN MARCOS;NO;LA QUEBRADA;CENTRO EDUCATIVO LA QUEBRADA;;;INSTALACIÓN
SUCRE;SAN MARCOS;NO;SANTA INES;CENTRO EDUCATIVO SANTA INES;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN MARCOS;NO;LA CASTILLERA;CENTRO EDUCATIVO LA CASTILLERA;;;INSTALACIÓN
SUCRE;SAN MARCOS;NO;MONTEGRANDE;CENTRO EDUCATIVO MONTE GRANDE;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;SAN MARCOS;NO;BUENOS AIRES;CENTRO EDUCATIVO BUENOS AIRES;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN MARCOS;NO;CUENCA;I.E. CUENCA - SEDE PRINCIPAL;;;INSTALACIÓN
SUCRE;SAN MARCOS;NO;LAS FLORES;INST EDUC TEC DIVERSIFICADO LAS FLORES;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN MARCOS;NO;VDA LA ISLA;SEDE LA ISLA;;;EN PLANEACIÓN
SUCRE;SAN PEDRO;NO;VEREDA SAN JOSE;CENTRO EDUCATIVO SAN JOSE;;;EN PLANEACIÓN
SUCRE;SAN PEDRO;NO;VEREDA EL CARMEN;CENTRO EDUCATIVO EL CARMEN;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;SAN PEDRO;NO;MATEO;INST EDUC SAN MATEO;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;SAN PEDRO;NO;VEREDA LOS CAMAJONES;CENTRO EDUCATIVO LOS CAMAJONES;;;INSTALACIÓN
SUCRE;SAN PEDRO;NO;SAN FRANCISCO;SAN FRANCISCO;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;SAN PEDRO;NO;VEREDA SANTA TERESA;CENTRO EDUCATIVO SANTA TERESA;;;EN PLANEACIÓN
SUCRE;SAN PEDRO;NO;VEREDA RANCHO LARGO;CENTRO EDUCATIVO RANCHO LARGO;;;INSTALACIÓN
SUCRE;SAN PEDRO;NO;EL BAJO DE LA ALEGRIA;CENTRO EDUCATIVO SANTA ISABEL;;;INSTALACIÓN
SUCRE;SAN PEDRO;NO;CALABOZO;CALABOZO;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;SAN PEDRO;NO;NUMANCIA;CENTRO EDUCATIVO NUMANCIA;2021 Sep 25 12:00:00 AM;2031 Sep 25 12:00:00 AM;OPERACIÓN
SUCRE;SAN LUIS DE SINCÉ;NO;PERENDENGUE;CENTRO EDUCATIVO MORALITO LOS MICOS;;;EN PLANEACIÓN
SUCRE;SAN LUIS DE SINCÉ;NO;COCOROTE;I.E. COCOROTE - SEDE PRINCIPAL;;;EN PLANEACIÓN
SUCRE;SAN LUIS DE SINCÉ;NO;VELEZ;CENTRO EDUCATIVO VELEZ;;;EN PLANEACIÓN
SUCRE;SAN LUIS DE SINCÉ;NO;BAZAN;I.E. BAZAN - SEDE PRINCIPAL;;;EN PLANEACIÓN
SUCRE;SAN LUIS DE SINCÉ;NO;VALENCIA;I.E. DE VALENCIA - SEDE PRINCIAPL;;;EN PLANEACIÓN
SUCRE;SAN LUIS DE SINCÉ;NO;GALAPAGO;CENTRO EDUCATIVO GALAPAGO;;;EN PLANEACIÓN
SUCRE;SAN LUIS DE SINCÉ;NO;LOS LIMONES;CENTRO EDUCATIVO LOS LIMONES;;;INSTALACIÓN
SUCRE;SAN LUIS DE SINCÉ;NO;LA VIVIENDA;CENTRO EDUCATIVO LA VIVIENDA;;;EN PLANEACIÓN
SUCRE;SAN LUIS DE SINCÉ;NO;VEREDA CARRETAL;CENTRO EDUCATIVO CARRETAL;;;INSTALACIÓN
SUCRE;SUCRE;NO;BUENOS AIRES;CENTRO EDUCATIVO BUENOS AIRES;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;HUERTA GRANDE;CENTRO EDUCATIVO HUERTA GRANDE;;;INSTALACIÓN
SUCRE;SUCRE;NO;MACHETON;CENTRO EDUCATIVO MACHETON;;;INSTALACIÓN
SUCRE;SUCRE;NO;HATO NUEVO;HATO NUEVO ARRIBA;;;INSTALACIÓN
SUCRE;SUCRE;NO;ISLA GRANDE;INST EDUC ISLA GRANDE;;;INSTALACIÓN
SUCRE;SUCRE;NO;PAMPANILLA;CENTRO EDUCATIVO PAMPANILLA;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;SAN MATEO;CENTRO EDUCATIVO SAN MATEO;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;OREJERO;INSTITUCION EDUCATIVA SIMON BOLIVAR DE OREJERO;;;INSTALACIÓN
SUCRE;SUCRE;NO;CONCEPCION;CENTRO EDUCATIVO CONCEPCION;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;CAMPO ALEGRE;CENTRO EDUCATIVO NUESTRA SEÑORA DEL CARMEN;;;INSTALACIÓN
SUCRE;SUCRE;NO;LA SOLERA;CENTRO EDUCATIVO LA SOLERA ARRIBA;;;INSTALACIÓN
SUCRE;SUCRE;NO;CUCHARAL;CENTRO EDUCATIVO CUCHARAL;;;INSTALACIÓN
SUCRE;SUCRE;NO;LA VENTURA;CENTRO EDUCATIVO LA VENTURA;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;BUENAVISTA;CENTRO EDUCATIVO BUENAVISTA - SEDE PRINCIPAL;;;INSTALACIÓN
SUCRE;SUCRE;NO;NARANJAL;CENTRO EDUCATIVO NARANJAL;;;INSTALACIÓN
SUCRE;SUCRE;NO;MONTERIA;CENTRO EDUCATIVO MONTERIA;;;INSTALACIÓN
SUCRE;SUCRE;NO;ARBOLEDAS;CENTRO EDUCATIVO ARBOLEDA;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;GUAMALITO;CENTRO EDUCATIVO DIVINO NIÑO;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;CAMAJON;II.E. SIMON BOLIVAR - SEDE PRINCIPAL;;;INSTALACIÓN
SUCRE;SUCRE;NO;QUITASUEÑO;CENTRO EDUCATIVO QUITA SUENO;;;INSTALACIÓN
SUCRE;SUCRE;NO;EL CEDRO;CENTRO EDUCATIVO EL CEDRO;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;EL GARZAL;CENTRO EDUCATIVO EL GARZAL;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;CORREG LA GUARIPA;CENTRO EDUCATIVO EL PORVENIR;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;EL SOCORRO;CENTRO EDUCATIVO NTRA SEÑORA DEL SOCORRO;;;INSTALACIÓN
SUCRE;SUCRE;NO;TRAVESIA;CENTRO EDUCATIVO FRANCISCO JOSE DE CALDAS;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;CANTARRANA;CENTRO EDUCATIVO SAN ISIDRO CANTARRANA;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;VDA PROVIDENCIA;CENTRO EDUCATIVO LA ESPERANZA;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;MALAMBO;CENTRO EDUCATIVO MALAMBO;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;VEREDA GALINDO;CENTRO EDUCATIVO GALINDO;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;CORREG HATO NVO - ABAJO;C.E HATO NUEVO;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;SAN LUIS;I.E. JORGE MENDOZA LLAMA - SEDE PRINCIPAL;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;CORDOBA;INST EDUC JOSE MARIA CORDOBA;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;CORREG CHAPARRAL;CENTRO EDUCATIVO SAN NICOLAS DE CHAPARRAL;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;LA PALMA;I.E. TÉCNICO AGROPECUARIO MANUEL ALVAREZ SAMPAYO - SEDE PRINCIPAL;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;VEREDA SANTA ELENA;CENTRO EDUCATIVO EL POVENIR NO 2;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;SAN RAFAEL;CENTRO EDUCATIVO SAN RAFAEL;;;INSTALACIÓN
SUCRE;SANTIAGO DE TOLÚ;NO;PITA EN MEDIO;C.E. PITA EN MEDIO - SEDE PRINCIPAL;;;EN PLANEACIÓN
SUCRE;SANTIAGO DE TOLÚ;NO;PITA ABAJO;INST EDUC LAS PALMAS;;;EN PLANEACIÓN
SUCRE;SANTIAGO DE TOLÚ;NO;NUEVA ERA;CENTRO EDUCATIVO NUEVA ERA;;;EN PLANEACIÓN
SUCRE;SANTIAGO DE TOLÚ;NO;VEREDA STA LUCIA ARRIBA;SANTA LUCIA;;;EN PLANEACIÓN
SUCRE;MAJAGUAL;NO;CORREG EL NARANJO;INST EDUC EL NARANJO;;;INSTALACIÓN
SUCRE;COVEÑAS;NO;RESG INDIG EL TORRENTE;EL TORRENTE;;;INSTALACIÓN
SUCRE;COVEÑAS;NO;BELLAVISTA;C.E. BELLAVISTA - SEDE PRINCIPAL;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;COVEÑAS;NO;PUNTA SECA;C.E. SANTA FE - SEDE PRINCIPAL;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
SUCRE;COVEÑAS;NO;BOCA DE LA CIENAGA;BOCA DE LA CIENAGA;;;INSTALACIÓN
SUCRE;COVEÑAS;NO;ISLA DE GALLINAZO;C.E. ISLA DEL GALLINAZO - SEDE PRINCIPAL;;;INSTALACIÓN
SUCRE;SANTIAGO DE TOLÚ;NO;PUERTO VIEJO;CENTRO EDUCATIVO PUERTO VIEJO;;;INSTALACIÓN
SUCRE;SANTIAGO DE TOLÚ;NO;VEREDA EL FRANCES;CENTRO EDUCATIVO ALEGRIA;;;INSTALACIÓN
SUCRE;SANTIAGO DE TOLÚ;NO;VDA EL PALMAR;EL PALMAR;;;INSTALACIÓN
SUCRE;SUCRE;NO;PUEBLO NUEVO;I.E. PUEBLO NUEVO - SEDE PRINCIPAL;;;EN PLANEACIÓN
SUCRE;SUCRE;NO;BAJO PUREZA;CENTRO EDUCATIVO SAGRADO CORAZON DE JESUS;2022 Jan 01 12:00:00 AM;2032 Jan 01 12:00:00 AM;OPERACIÓN
