PERIODO;FECHA;ZONA;DIRECCION_EXACTA;CLASE_ACCIDENTE;SEGUNDO_OBJETO;TIPO_AVERIAS;CANTIDAD_HERIDOS;CANTIDAD_FALLECIDOS;LATITUD;LONGITUD;INTERSECCI_N
19;2019 Dec 06 12:00:00 AM;URBANA;CARRERA-9--CALLE-11;CHOQUE;VEHICULO;0;0;0;39.018.604;-762.958.616;POINT (-76.2958616 3.9018604)
19;2019 Dec 07 12:00:00 AM;URBANA;CALLE-21--CARRERA-14;CHOQUE;VEHICULO;1;0;0;39.119.521;-762.964.982;POINT (-76.2964982 3.9119521)
19;2019 Dec 10 12:00:00 AM;URBANA;CARRERA-11-CALLE-14SUR;CHOQUE;VEHICULO;1;1;0;38.868.284;-762.974.206;POINT (-76.2974206 3.8868284)
19;2019 Dec 13 12:00:00 AM;URBANA;PARQUEADERO-EN-PEREGRI0;CHOQUE;VEHICULO;0;0;0;389.705;-7.630.129;POINT (-76.30129 3.89705)
19;2019 Dec 13 12:00:00 AM;URBANA;CARRERA-8--CALLE-7;CHOQUE;VEHICULO;1;1;0;38.983.424;-762.962.898;POINT (-76.2962898 3.8983424)
19;2019 Dec 14 12:00:00 AM;URBANA;CALLE-13-CARRERA-8E;CHOQUE;VEHICULO;0;0;0;38.998.153;-76.285.941;POINT (-76.285941 3.8998153)
19;2019 Dec 14 12:00:00 AM;URBANA;CARRERA-7--CALLE-11;CHOQUE;VEHICULO;1;1;0;39.010.395;-762.938.194;POINT (-76.2938194 3.9010395)
19;2019 Dec 15 12:00:00 AM;URBANA;CALLE-4BIS-CARRERA-13A;CHOQUE;VEHICULO;0;1;0;3.920.665;-762.929.838;POINT (-76.2929838 3.920665)
19;2019 Dec 17 12:00:00 AM;URBANA;CARRERA-9--CALLE-13;CHOQUE;VEHICULO;0;0;0;39.033.865;-762.951.935;POINT (-76.2951935 3.9033865)
19;2019 Dec 17 12:00:00 AM;URBANA;CARRERA-18--CALLES-15;CHOQUE;VEHICULO;1;1;0;39.085.545;-763.023.628;POINT (-76.3023628 3.9085545)
19;2019 Dec 18 12:00:00 AM;URBANA;CALLE-9--CARRERA-16;CHOQUE;VEHICULO;0;1;0;3.902.545;-763.025.965;POINT (-76.3025965 3.902545)
19;2019 Dec 20 12:00:00 AM;URBANA;CARRERA-15--CALLE-10;CHOQUE;VEHICULO;0;1;0;39.031.526;-763.014.235;POINT (-76.3014235 3.9031526)
19;2019 Dec 21 12:00:00 AM;URBANA;CALLE-8--CARRERA-4E;CHOQUE;VEHICULO;0;1;0;38.965.427;-762.895.419;POINT (-76.2895419 3.8965427)
19;2019 Dec 21 12:00:00 AM;URBANA;CARRERA-14--CALLE-16;CHOQUE;VEHICULO;0;1;0;39.078.931;-762.982.902;POINT (-76.2982902 3.9078931)
19;2019 Dec 22 12:00:00 AM;URBANA;CALLE-9--CARRERA-1;CHOQUE;VEHICULO;0;0;0;38.980.502;-762.902.521;POINT (-76.2902521 3.8980502)
19;2019 Dec 22 12:00:00 AM;URBANA;CARRERA-15-CALLE-19;CHOQUE;VEHICULO;1;0;0;39.108.105;-762.983.393;POINT (-76.2983393 3.9108105)
19;2019 Dec 23 12:00:00 AM;URBANA;CARRERA-14--CALLES-6;CHOQUE;VEHICULO;1;1;0;38.993.007;-763.017.725;POINT (-76.3017725 3.8993007)
19;2019 Dec 23 12:00:00 AM;URBANA;CALLE-17--CARRERAS-15;CHOQUE;VEHICULO;0;1;0;39.092.135;-76.299;POINT (-76.299 3.9092135)
19;2019 Dec 23 12:00:00 AM;URBANA;CALLE-11--CARRERA-15;CHOQUE;VEHICULO;0;0;0;39.039.873;-76.301.113;POINT (-76.301113 3.9039873)
19;2019 Dec 25 12:00:00 AM;URBANA;CALLE-21--CARRERA-12;ATROPELLO;PERSONA;1;0;0;39.113.738;-762.951.525;POINT (-76.2951525 3.9113738)
19;2019 Dec 25 12:00:00 AM;URBANA;TERMINAL-DE-TRANSPORTES;CHOQUE;VEHICULO;1;1;0;3.899.747;-763.107.963;POINT (-76.3107963 3.899747)
19;2019 Dec 29 12:00:00 AM;URBANA;CALLE-6--CARRRERA-1;CHOQUE;VEHICULO;0;1;0;38.954.051;-762.909.992;POINT (-76.2909992 3.8954051)
19;2019 Dec 30 12:00:00 AM;URBANA;CARRERA-11-CALLE-5;CHOQUE;VEHICULO;0;0;0;38.975.104;-762.994.621;POINT (-76.2994621 3.8975104)
19;2019 Dec 30 12:00:00 AM;URBANA;CARRERA-9--CALLE-2SUR;CHOQUE;VEHICULO;1;1;0;38.927.426;-762.987.469;POINT (-76.2987469 3.8927426)
19;2019 Dec 31 12:00:00 AM;URBANA;CARRERA-12-CALLE-2SUR;CHOQUE;VEHICULO;0;0;0;3.892.779;-763.017.798;POINT (-76.3017798 3.892779)
19;2019 Dec 31 12:00:00 AM;URBANA;CARRERA-13--CALLE-13;CHOQUE;VEHICULO;0;0;0;39.049.248;-762.987.056;POINT (-76.2987056 3.9049248)
20;2020 Jan 01 12:00:00 AM;URBANA;CALLE-1-SUR-CARRERA-19;CHOQUE;VEHICULO;1;0;0;3.894.518;-763.083.423;POINT (-76.3083423 3.894518)
20;2020 Jan 01 12:00:00 AM;URBANA;CARRERA-8-CALLE-16;CHOQUE;VEHICULO;0;1;0;39.057.366;-762.933.822;POINT (-76.2933822 3.9057366)
20;2020 Jan 01 12:00:00 AM;RURAL;VIA-BUGA-LA-MAGDALENA;CHOQUE;VEHICULO;0;1;0;3.890.307;-76.224.658;POINT (-76.224658 3.890307)
20;2020 Jan 01 12:00:00 AM;URBANA;CALLE-17-CARRERA-11;CHOQUE;VEHICULO;1;0;0;39.077.377;-762.955.147;POINT (-76.2955147 3.9077377)
20;2020 Jan 02 12:00:00 AM;URBANA;CARRERA-16-CALLE-2;CHOQUE;VEHICULO;0;1;0;38.963.351;-763.047.764;POINT (-76.3047764 3.8963351)
20;2020 Jan 03 12:00:00 AM;URBANA;CARRERA-15-CALLE-15;ATROPELLO;VEHICULO;0;1;0;39.074.587;-762.997.375;POINT (-76.2997375 3.9074587)
20;2020 Jan 04 12:00:00 AM;URBANA;CALLE-9-CARRERA-17;CHOQUE;VEHICULO;0;1;0;39.028.711;-763.034.522;POINT (-76.3034522 3.9028711)
20;2020 Jan 06 12:00:00 AM;URBANA;CARRERA-23-CALLE-3;VOLCAMIENTO;VEHICULO;0;1;0;38.990.164;-763.107.562;POINT (-76.3107562 3.8990164)
20;2020 Jan 06 12:00:00 AM;URBANA;CARRERA-16-CALLE-7;CHOQUE;VEHICULO;1;0;0;39.007.948;-763.032.103;POINT (-76.3032103 3.9007948)
20;2020 Jan 06 12:00:00 AM;URBANA;CALLE-6-CARRERA-9;CHOQUE;VEHICULO;1;0;0;38.977.771;-762.974.962;POINT (-76.2974962 3.8977771)
20;2020 Jan 07 12:00:00 AM;URBANA;CALLE-16-CARRERA-18B;ATROPELLO;VEHICULO;0;1;0;39.187.464;-762.978.476;POINT (-76.2978476 3.9187464)
20;2020 Jan 07 12:00:00 AM;URBANA;CALLE-16-CARRERA-18;CHOQUE;VEHICULO;1;0;0;3.916.878;-762.971.463;POINT (-76.2971463 3.916878)
20;2020 Jan 07 12:00:00 AM;URBANA;CARRERA-11-CALLE-15;CHOQUE;VEHICULO;0;1;0;39.061.648;-762.962.973;POINT (-76.2962973 3.9061648)
20;2020 Jan 08 12:00:00 AM;URBANA;CARRERA-19-CALLE-4;CHOQUE;VEHICULO;1;0;0;38.986.127;-763.069.452;POINT (-76.3069452 3.8986127)
20;2020 Jan 08 12:00:00 AM;RURAL;CALLEJON-LA-CAMPIÑA;CHOQUE;VEHICULO;1;0;0;39.594.521;-762.993.801;POINT (-76.2993801 3.9594521)
20;2020 Jan 11 12:00:00 AM;URBANA;CARRERA-1-CALLE-10;CHOQUE;VEHICULO;1;0;0;38.984.833;-76.290.097;POINT (-76.290097 3.8984833)
20;2020 Jan 13 12:00:00 AM;URBANA;CALLE-9-SUR-CARRERA-7;CHOQUE;VEHICULO;0;1;0;38.886.698;-762.948.802;POINT (-76.2948802 3.8886698)
20;2020 Jan 14 12:00:00 AM;URBANA;CALLE-10-CARRERA-10;CHOQUE;VEHICULO;0;1;0;39.014.699;-762.971.291;POINT (-76.2971291 3.9014699)
20;2020 Jan 15 12:00:00 AM;URBANA;CARRERA-14-CALLE-6;CHOQUE;VEHICULO;0;1;0;38.993.007;-763.017.725;POINT (-76.3017725 3.8993007)
20;2020 Jan 15 12:00:00 AM;URBANA;CARRERA-9-CALLE-3;CHOQUE;VEHICULO;0;1;0;38.957.097;-762.982.019;POINT (-76.2982019 3.8957097)
20;2020 Jan 16 12:00:00 AM;URBANA;CARRERA-18-CALLE-14;CHOQUE;VEHICULO;1;0;0;3.907.548;-763.026.847;POINT (-76.3026847 3.907548)
20;2020 Jan 18 12:00:00 AM;URBANA;CALLE-30-CARRERA-12;CHOQUE;VEHICULO;0;1;0;39.174.466;-762.928.356;POINT (-76.2928356 3.9174466)
20;2020 Jan 18 12:00:00 AM;URBANA;CARRERA-15-CALLE-18;ATROPELLO;NA;0;1;0;39.100.131;-762.986.576;POINT (-76.2986576 3.9100131)
20;2020 Jan 20 12:00:00 AM;URBANA;CALLE-4-CARRERA-23;CHOQUE;VEHICULO;1;0;0;38.997.402;-763.107.125;POINT (-76.3107125 3.8997402)
20;2020 Jan 22 12:00:00 AM;URBANA;CALLE-32-CARRERA-15;CHOQUE;VEHICULO;0;1;0;39.209.085;-762.947.687;POINT (-76.2947687 3.9209085)
20;2020 Jan 24 12:00:00 AM;URBANA;CALLE-1-CARRERA-17;CHOQUE;VEHICULO;0;1;0;38.961.865;-763.058.182;POINT (-76.3058182 3.8961865)
20;2020 Jan 24 12:00:00 AM;URBANA;CALLE-6-CARRERA-7;CHOQUE;VEHICULO;1;0;0;38.971.668;-762.958.264;POINT (-76.2958264 3.8971668)
20;2020 Jan 24 12:00:00 AM;URBANA;CALLE-3-CARERA-9;CHOQUE;VEHICULO;1;0;0;38.957.097;-762.982.019;POINT (-76.2982019 3.8957097)
20;2020 Jan 25 12:00:00 AM;URBANA;CALLE-13-CARRERA-25;ATROPELLO;NA;0;1;0;39.100.807;-763.072.753;POINT (-76.3072753 3.9100807)
20;2020 Jan 25 12:00:00 AM;URBANA;CALLE-4-CARRERA--23-Y-24;CHOQUE;MURO;1;0;0;38.997.402;-763.107.125;POINT (-76.3107125 3.8997402)
20;2020 Jan 26 12:00:00 AM;URBANA;CARRERA-16--CALLE-1-SUR;CHOQUE;VEH-EST;0;1;0;389.452;-7.630.599;POINT (-76.30599 3.89452)
20;2020 Jan 28 12:00:00 AM;URBANA;PARQUEADERO-BIZERTA;CHOQUE;VEHICULO;1;0;0;389.075;-763.211.498;POINT (-76.3211498 3.89075)
20;2020 Jan 28 12:00:00 AM;URBANA;CALLE-21-CARRRERA-15;CHOQUE;VEHICULO;0;1;0;39.123.736;-762.977.088;POINT (-76.2977088 3.9123736)
20;2020 Feb 06 12:00:00 AM;URBANA;CALLE-10-CARRERA-6;CHOQUE;AUTOMOVIL;0;1;0;39.000.307;-76.293.721;POINT (-76.293721 3.9000307)
20;2020 Feb 08 12:00:00 AM;URBANA;CALLE-16-CARRERA-14;CHOQUE;AUTOMOVIL;1;0;0;39.078.931;-762.982.902;POINT (-76.2982902 3.9078931)
20;2020 Feb 15 12:00:00 AM;URBANA;CALLE-16-CARRERA-22;CHOQUE;AUTOMOVIL;0;1;0;39.113.704;-763.038.529;POINT (-76.3038529 3.9113704)
20;2020 Feb 02 12:00:00 AM;URBANA;CALLE-7-CARRERA-10;CHOQUE;AUTOMOVIL;1;0;0;38.989.651;-762.980.082;POINT (-76.2980082 3.8989651)
20;2020 Feb 04 12:00:00 AM;URBANA;CALLE-8-SUR-CARRERA-10;CHOQUE;AUTOMOVIL;0;1;0;3.899.754;-76.297.733;POINT (-76.297733 3.899754)
20;2020 Feb 08 12:00:00 AM;URBANA;CALLE-9--CARRERA-16;CHOQUE;AUTOMOVIL;0;1;0;3.902.545;-763.025.965;POINT (-76.3025965 3.902545)
20;2020 Feb 12 12:00:00 AM;URBANA;CARRERA-10-CALLE-2;CHOQUE;AUTOMOVIL;0;1;0;38.949.017;-762.991.862;POINT (-76.2991862 3.8949017)
20;2020 Feb 25 12:00:00 AM;URBANA;CARRERA-12-CALLE-7;CHOQUE;VEHICULO;1;0;0;38.995.851;-762.997.603;POINT (-76.2997603 3.8995851)
20;2020 Feb 10 12:00:00 AM;URBANA;CARRERA-16-CALLE-19;CHOQUE;AUTOMOVIL;0;1;0;39.113.137;-762.994.247;POINT (-76.2994247 3.9113137)
20;2020 Feb 07 12:00:00 AM;URBANA;CARRERA-18-CALLE-16;CHOQUE;AUTOMOVIL;0;1;0;3.916.878;-762.971.463;POINT (-76.2971463 3.916878)
20;2020 Feb 08 12:00:00 AM;URBANA;CARRERA-18-CALLE-16;ATROPELLO;NA;1;0;0;3.916.878;-762.971.463;POINT (-76.2971463 3.916878)
20;2020 Feb 23 12:00:00 AM;URBANA;CARRERA-18-CALLE-17;CHOQUE;AUTOMOVIL;0;1;0;39.102.668;-763.014.058;POINT (-76.3014058 3.9102668)
20;2020 Feb 28 12:00:00 AM;URBANA;CARRERA-2-CALLE-12;CHOQUE;VEHICULO;0;1;0;39.002.309;-762.896.814;POINT (-76.2896814 3.9002309)
20;2020 Feb 28 12:00:00 AM;URBANA;CARRERA-2-CALLE-1DN;CHOQUE;0-DISPONIBLE;1;0;0;39.024.803;-762.891.832;POINT (-76.2891832 3.9024803)
20;2020 Feb 23 12:00:00 AM;URBANA;CARRERA-5-CALLE-2;CHOQUE;AUTOMOVIL;1;0;0;389.383;-762.952.847;POINT (-76.2952847 3.89383)
20;2020 Feb 28 12:00:00 AM;URBANA;CARRERA-5-CALLE-8;CHOQUE;VEHICULO;0;1;0;38.961.252;-762.884.959;POINT (-76.2884959 3.8961252)
20;2020 Feb 17 12:00:00 AM;URBANA;CARRERA-8-CALLE-11;CHOQUE;AUTOMOVIL;1;0;0;39.015.075;-762.950.286;POINT (-76.2950286 3.9015075)
20;2020 Feb 26 12:00:00 AM;URBANA;CARRERA-8-CALLE-16;CHOQUE;VEHICULO;0;1;0;39.057.366;-762.933.822;POINT (-76.2933822 3.9057366)
20;2020 Feb 24 12:00:00 AM;URBANA;CARRERA-8-CALLE-7A;CHOQUE;AUTOMOVIL;1;0;0;39.233.261;-762.871.418;POINT (-76.2871418 3.9233261)
20;2020 Feb 28 12:00:00 AM;URBANA;CARRERA-9-CALLE-5;CHOQUE;VEHICULO;0;1;0;3.896.921;-762.978.143;POINT (-76.2978143 3.896921)
20;2020 Mar 01 12:00:00 AM;RURAL;CARRERA-1-CALLE-4-VIA-LA-HABANA;CHOQUE;VEHICULO;0;1;0;38.929.557;-762.917.032;POINT (-76.2917032 3.8929557)
20;2020 Mar 02 12:00:00 AM;URBANA;CALLE-19-CARRERA-10;CHOQUE;VEHICULO;1;0;0;39.091.119;-762.943.253;POINT (-76.2943253 3.9091119)
20;2020 Mar 03 12:00:00 AM;URBANA;CARRERA-12S;CHOQUE;VEHICULO;0;1;0;3.888.874;-76.301.515;POINT (-76.301515 3.888874)
20;2020 Mar 03 12:00:00 AM;URBANA;CALLE-1-SUR-CARRERA-20;CHOQUE;VEHICULO;1;0;0;38.942.767;-763.087.879;POINT (-76.3087879 3.8942767)
20;2020 Mar 03 12:00:00 AM;URBANA;CARRERA-11-CALLE-15;CHOQUE;VEHICULO;0;1;0;39.061.648;-762.962.973;POINT (-76.2962973 3.9061648)
20;2020 Mar 07 12:00:00 AM;URBANA;CALLE-4-CARRERA-24;CHOQUE;VEHICULO;0;1;0;38.969.303;-763.110.354;POINT (-76.3110354 3.8969303)
20;2020 Mar 07 12:00:00 AM;RURAL;CARRERA-12-SUR-BRISAS-DEL-VALLE;CHOQUE;VEHICULO;0;1;0;3.861.169;-76.295.833;POINT (-76.295833 3.861169)
20;2020 Mar 07 12:00:00 AM;URBANA;CARRERA-11-CALLE-31;CHOQUE;VEHICULO;1;0;0;39.181.819;-762.915.468;POINT (-76.2915468 3.9181819)
20;2020 Mar 08 12:00:00 AM;URBANA;CALLE-7S-CARRERA-17;CHOQUE;0-DISPONIBLE;1;0;0;3.888.836;-763.082.475;POINT (-76.3082475 3.888836)
20;2020 Mar 08 12:00:00 AM;URBANA;CALLE-6-CARRERA-12;CHOQUE;VEHICULO;0;1;0;38.987.171;-763.000.321;POINT (-76.3000321 3.8987171)
20;2020 Mar 08 12:00:00 AM;URBANA;CARRERA-16-CALLE-27;CHOQUE;VEHICULO;0;1;0;39.166.621;-762.974.734;POINT (-76.2974734 3.9166621)
20;2020 Mar 09 12:00:00 AM;URBANA;CALLE-10-CARRERA-11;CHOQUE;VEHICULO;0;1;0;39.018.399;-762.979.513;POINT (-76.2979513 3.9018399)
20;2020 Mar 09 12:00:00 AM;URBANA;CALLE-1S-CARRERA-20;VOLCAMIENTO;NA;1;0;0;38.942.767;-763.087.879;POINT (-76.3087879 3.8942767)
20;2020 Mar 11 12:00:00 AM;URBANA;CALLE-13-CARRERA-13;CHOQUE;VEHICULO;0;1;0;39.049.248;-762.987.056;POINT (-76.2987056 3.9049248)
20;2020 Mar 11 12:00:00 AM;URBANA;CARRERA-12-CALLE-8;CHOQUE;VEHICULO;0;1;0;39.004.828;-762.994.639;POINT (-76.2994639 3.9004828)
20;2020 Mar 11 12:00:00 AM;URBANA;CARRERA-11-CALLE-9;CHOQUE;VEHICULO;0;1;0;3.901;-762.982.436;POINT (-76.2982436 3.901)
20;2020 Mar 12 12:00:00 AM;URBANA;CARRERA-19-CALLE-5;CHOQUE;VEHICULO;0;1;0;39.000.033;-763.064.702;POINT (-76.3064702 3.9000033)
20;2020 Mar 13 12:00:00 AM;URBANA;CARRERA-15-CALLE-15;CHOQUE;VEHICULO;0;1;0;39.074.587;-762.997.375;POINT (-76.2997375 3.9074587)
20;2020 Mar 13 12:00:00 AM;URBANA;CARRERA-9-CALLE-10;CHOQUE;VEHICULO;0;1;0;39.010.848;-762.962.038;POINT (-76.2962038 3.9010848)
20;2020 Mar 14 12:00:00 AM;URBANA;CARRERA-17-CALLE-10;CHOQUE;VEHICULO;1;0;0;39.037.885;-763.031.194;POINT (-76.3031194 3.9037885)
20;2020 Mar 15 12:00:00 AM;URBANA;CALLE-1-CARRERA-10A;VOLCAMIENTO;NA;0;1;0;38.947.008;-762.997.618;POINT (-76.2997618 3.8947008)
20;2020 Mar 20 12:00:00 AM;URBANA;CALLE-4-CARRERA-5;CHOQUE;VEHICULO;1;0;0;38.915.706;-76.292.232;POINT (-76.292232 3.8915706)
20;2020 Apr 01 12:00:00 AM;URBANA;CARRERA-8-CALLE-10;CHOQUE;VEHICULO;0;1;0;39.007.107;-762.953.565;POINT (-76.2953565 3.9007107)
20;2020 Apr 03 12:00:00 AM;URBANA;CALLE-11-CARRERA-13;CHOQUE;VEHICULO;0;1;0;39.032.924;-762.993.459;POINT (-76.2993459 3.9032924)
20;2020 Apr 04 12:00:00 AM;URBANA;CARRERA-13-CALLE-8;CAIDA-OCUPANTE;NA;1;0;0;39.007.222;-763.002.686;POINT (-76.3002686 3.9007222)
20;2020 Apr 11 12:00:00 AM;URBANA;CALLE-4-CARRERA-22;OTRO;NA;1;0;0;38.995.501;-763.101.194;POINT (-76.3101194 3.8995501)
20;2020 Apr 11 12:00:00 AM;URBANA;CARRERA-8-CALLE-18;CHOQUE;VEHICULO;0;1;0;39.074.741;-76.292.709;POINT (-76.292709 3.9074741)
20;2020 Apr 20 12:00:00 AM;URBANA;CARRERA-9-CALLE-1;CHOQUE;VEHICULO;0;1;0;38.942.795;-762.985.091;POINT (-76.2985091 3.8942795)
20;2020 Apr 28 12:00:00 AM;URBANA;CALLE-8-CARRERA-16;ATROPELLO;NA;0;1;0;39.016.724;-763.029.113;POINT (-76.3029113 3.9016724)
20;2020 Apr 29 12:00:00 AM;URBANA;CALLE-8-CARRERA-9;CHOQUE;VEHICULO;0;1;0;38.994.625;-762.968.451;POINT (-76.2968451 3.8994625)
20;2020 May 03 12:00:00 AM;URBANA;CALLE-4B-SUR-CARRERA-15;CHOQUE;VEHICULO;0;1;0;3.890.378;-76.305.262;POINT (-76.305262 3.890378)
20;2020 May 03 12:00:00 AM;URBANA;CARRERA-14B-CALLE-22;CHOQUE;VEHICULO;0;1;0;39.125.914;-762.967.848;POINT (-76.2967848 3.9125914)
20;2020 May 05 12:00:00 AM;URBANA;CALLE-5-CARRERA13;CHOQUE;OBJETO-FIJO;1;0;0;3.898.103;-763.011.786;POINT (-76.3011786 3.898103)
20;2020 May 09 12:00:00 AM;URBANA;CARRERA-16-CALLE-18;CHOQUE;VEHICULO;1;0;0;39.104.613;-762.997.515;POINT (-76.2997515 3.9104613)
20;2020 May 11 12:00:00 AM;URBANA;CARRERA-9-CALLE-14;ATROPELLO;NA;0;1;0;39.045.556;-762.947.038;POINT (-76.2947038 3.9045556)
20;2020 May 18 12:00:00 AM;URBANA;CALLE-16-CARRERA-27;ATROPELLO;NA;0;1;0;39.131.437;-763.063.759;POINT (-76.3063759 3.9131437)
20;2020 May 18 12:00:00 AM;URBANA;CALLE-16-CARRERA-9;CHOQUE;VEHICULO;1;0;0;39.060.475;-76.294.093;POINT (-76.294093 3.9060475)
20;2020 May 19 12:00:00 AM;URBANA;CARRERA-9-CALLE-20;CHOQUE;VEHICULO;0;1;0;39.092.579;-762.927.598;POINT (-76.2927598 3.9092579)
20;2020 May 23 12:00:00 AM;URBANA;CARRERA-12-CALLE-22A;CHOQUE;VEHICULO;1;0;0;39.122.758;-762.947.925;POINT (-76.2947925 3.9122758)
20;2020 May 28 12:00:00 AM;URBANA;CARRERA-16-CALLE-26;CHOQUE;0-DISPONIBLE;0;0;0;39.267.803;-762.928.028;POINT (-76.2928028 3.9267803)
20;2020 May 26 12:00:00 AM;URBANA;CALLE-22-CARRERA-12;CHOQUE;VEHICULO;0;1;0;39.118.547;-76.294.965;POINT (-76.294965 3.9118547)
20;2020 May 30 12:00:00 AM;URBANA;CARRERA-1-CALLE-9;CHOQUE;VEHICULO;0;1;0;38.980.502;-762.902.521;POINT (-76.2902521 3.8980502)
20;2020 Jun 01 12:00:00 AM;URBANA;CALLE-7-FRENTE-9;CHOQUE;VEHICULO;0;1;0;39.018.036;-762.887.155;POINT (-76.2887155 3.9018036)
20;2020 Jun 04 12:00:00 AM;URBANA;CARRERA-18-CALLE-10;CHOQUE;VEHICULO;0;1;0;39.041.229;-763.039.482;POINT (-76.3039482 3.9041229)
20;2020 Jun 06 12:00:00 AM;URBANA;CALLE-8-CARRERA-6;CHOQUE;VEHICULO;1;0;0;38.984.747;-762.943.962;POINT (-76.2943962 3.8984747)
20;2020 Jun 07 12:00:00 AM;URBANA;CARRERA-1-CALLE-6;CHOQUE;VEHICULO;1;0;0;38.954.051;-762.909.992;POINT (-76.2909992 3.8954051)
20;2020 Jun 08 12:00:00 AM;URBANA;CARRERA-13-CALLE-31C;CHOQUE;VEHICULO;0;1;0;39.196.706;-762.930.866;POINT (-76.2930866 3.9196706)
20;2020 Jun 12 12:00:00 AM;URBANA;CALLE-5-CRA-17;CHOQUE;VEHICULO;0;1;0;3.899.331;-76.304.704;POINT (-76.304704 3.899331)
20;2020 Jun 13 12:00:00 AM;URBANA;CARRERA-13-CALLE-31C;CHOQUE;VEHICULO;0;1;0;39.196.706;-762.930.866;POINT (-76.2930866 3.9196706)
20;2020 Jun 14 12:00:00 AM;RURAL;VIA-BUGA-LA-HABANA;CHOQUE;VEHICULO;0;1;0;38.834.698;-762.942.195;POINT (-76.2942195 3.8834698)
20;2020 Jun 15 12:00:00 AM;RURAL;VIA--BUGA-LA-HABANA;CHOQUE;VEHICULO;1;0;0;38.834.698;-762.942.195;POINT (-76.2942195 3.8834698)
20;2020 Jun 24 12:00:00 AM;URBANA;CARRERA-4-9-SUR-06;CHOQUE;0-DISPONIBLE;1;0;0;38.989.112;-762.921.847;POINT (-76.2921847 3.8989112)
20;2020 Jun 30 12:00:00 AM;URBANA;CARRERA-15-CALLE-9;CHOQUE;VEHICULO;0;1;0;39.022.444;-763.017.469;POINT (-76.3017469 3.9022444)
20;2020 Jun 26 12:00:00 AM;URBANA;CALLE-2SUR-CARRERA--10;CHOQUE;VEHICULO;1;0;0;38.927.704;-76.299.729;POINT (-76.299729 3.8927704)
20;2020 Jun 26 12:00:00 AM;URBANA;CARRERA-8-CALLE-8;CHOQUE;VEHICULO;0;1;0;38.991.231;-762.960.027;POINT (-76.2960027 3.8991231)
20;2020 Jun 24 12:00:00 AM;URBANA;CARRERA-1-CALLE-10;CHOQUE;VEHICULO;0;1;0;38.984.833;-76.290.097;POINT (-76.290097 3.8984833)
20;2020 Jul 02 12:00:00 AM;URBANA;CARRERA-12-CALLE-1;CHOQUE;VEHICULO;0;1;0;38.945.967;-763.014.076;POINT (-76.3014076 3.8945967)
20;2020 Jul 03 12:00:00 AM;URBANA;CARRERA-14-CALLE-9;CHOQUE;VEHICULO;0;1;0;39.019.482;-763.008.736;POINT (-76.3008736 3.9019482)
20;2020 Jul 03 12:00:00 AM;URBANA;CALLE-11-CARRERA-10;CHOQUE;VEHICULO;0;1;0;39.022.757;-762.968.728;POINT (-76.2968728 3.9022757)
20;2020 Jul 05 12:00:00 AM;URBANA;CARRERA-9-CALLES-6;CHOQUE;0-DISPONIBLE;1;0;0;38.977.771;-762.974.962;POINT (-76.2974962 3.8977771)
20;2020 Jul 05 12:00:00 AM;URBANA;CARRERA-15-CALLE18;CHOQUE;0-DISPONIBLE;0;0;0;39.100.131;-762.986.576;POINT (-76.2986576 3.9100131)
20;2020 Jul 05 12:00:00 AM;URBANA;CARRERA-13-CALLE-13;CHOQUE;VEHICULO;0;1;0;39.049.248;-762.987.056;POINT (-76.2987056 3.9049248)
20;2020 Jul 08 12:00:00 AM;URBANA;CALLE-16-CARRERA-8;CHOQUE;0-DISPONIBLE;1;0;0;39.057.366;-762.933.822;POINT (-76.2933822 3.9057366)
20;2020 Jul 09 12:00:00 AM;URBANA;CARRERA-15-CALLE-5;CHOQUE;VEHICULO;0;1;0;38.987.145;-763.029.713;POINT (-76.3029713 3.8987145)
20;2020 Jul 09 12:00:00 AM;URBANA;CALLE-12-CARRERA-10;CHOQUE;VEHICULO;0;1;0;39.030.728;-762.965.907;POINT (-76.2965907 3.9030728)
20;2020 Jul 12 12:00:00 AM;URBANA;CALLE-4-CALLE-7;CHOQUE;VEHICULO;0;1;0;39.010.151;-76.290.993;POINT (-76.290993 3.9010151)
20;2020 Jul 13 12:00:00 AM;URBANA;CARRERA-16-CALLE-27;CHOQUE;VEHICULO;0;1;0;39.166.621;-762.974.734;POINT (-76.2974734 3.9166621)
20;2020 Jul 13 12:00:00 AM;URBANA;CALLE-9-CARRERA-12;CHOQUE;VEHICULO;0;1;0;39.013.208;-762.991.403;POINT (-76.2991403 3.9013208)
20;2020 Jul 14 12:00:00 AM;URBANA;CALLE-9-CARRERA-7;CHOQUE;VEHICULO;0;1;0;38.995.964;-762.945.655;POINT (-76.2945655 3.8995964)
20;2020 Jul 16 12:00:00 AM;URBANA;CARRERA-9-CALLE-14;CHOQUE;0-DISPONIBLE;1;0;0;39.045.556;-762.947.038;POINT (-76.2947038 3.9045556)
20;2020 Jul 16 12:00:00 AM;URBANA;CARRERA-9-CALLE-1;CHOQUE;VEHICULO;1;0;0;38.942.795;-762.985.091;POINT (-76.2985091 3.8942795)
20;2020 Jul 16 12:00:00 AM;URBANA;CARRERA-16-CALLE-41;CHOQUE;0-DISPONIBLE;1;0;0;39.267.803;-762.928.028;POINT (-76.2928028 3.9267803)
