PERIODO;FECHA;ZONA;DIRECCION_EXACTA;CLASE_ACCIDENTE;SEGUNDO_OBJETO;TIPO_AVERIAS;CANTIDAD_HERIDOS;CANTIDAD_FALLECIDOS;LATITUD;LONGITUD;INTERSECCI_N
19;2019 Jun 10 12:00:00 AM;URBANA;CALLE-15-CARRERA-10;CHOQUE;VEHICULO;1;0;0;39.059.164;-762.956.046;POINT (-76.2956046 3.9059164)
19;2019 Jun 14 12:00:00 AM;URBANA;CARRERA-12-SUR-CALLE--2A;CHOQUE;VEHICULO;1;0;0;38.880.136;-762.966.034;POINT (-76.2966034 3.8880136)
19;2019 Jun 14 12:00:00 AM;URBANA;CARRERA-19--CALLE-1;CHOQUE;VEHICULO;1;1;0;38.955.963;-763.080.224;POINT (-76.3080224 3.8955963)
19;2019 Jun 15 12:00:00 AM;URBANA;CARRERA-9--CALLE-8;CHOQUE;VEHICULO;0;1;0;38.994.625;-762.968.451;POINT (-76.2968451 3.8994625)
19;2019 Jun 16 12:00:00 AM;URBANA;CARRERA-16--CALLE-15;CHOQUE;VEHICULO;0;0;0;39.078.476;-763.007.051;POINT (-76.3007051 3.9078476)
19;2019 Jun 18 12:00:00 AM;URBANA;CARRERA-16-CALLE-3;CHOQUE;VEHICULO;1;0;0;38.971.515;-763.044.776;POINT (-76.3044776 3.8971515)
19;2019 Jun 20 12:00:00 AM;URBANA;CALLE-5--CARRERA-3E;CHOQUE;VEHICULO;1;1;0;38.943.499;-762.906.934;POINT (-76.2906934 3.8943499)
19;2019 Jun 21 12:00:00 AM;URBANA;PARADERO-LA-PALMA;CHOQUE;VEHICULO;0;1;0;38.008.338;-763.517.618;POINT (-76.3517618 3.8008338)
19;2019 Jun 22 12:00:00 AM;URBANA;CARRERA-12--CALLE-18;CHOQUE;VEHICULO;0;0;0;39.090.249;-762.960.732;POINT (-76.2960732 3.9090249)
19;2019 Jun 24 12:00:00 AM;URBANA;CALLE-1-SUR-CALLE-15;CHOQUE;VEHICULO;1;1;0;38.997.747;-76.291.355;POINT (-76.291355 3.8997747)
19;2019 Jun 26 12:00:00 AM;NACIONAL;VIA-BUGA-TULUA-BOMBA-TERPEL;CHOQUE;VEH-EST;0;1;0;3.926.199;-76.286.495;POINT (-76.286495 3.926199)
19;2019 Jun 26 12:00:00 AM;URBANA;LOMAS-DEL-ALBERGUE;VOLCAMIENTO;NA;0;0;0;38.807.607;-762.903.793;POINT (-76.2903793 3.8807607)
19;2019 Jun 23 12:00:00 AM;URBANA;CALLE-13--CARRERA-12;CHOQUE;VEHICULO;1;1;0;39.044.578;-76.297.642;POINT (-76.297642 3.9044578)
19;2019 Jun 29 12:00:00 AM;URBANA;CALLE-1--CARRERA-14;CHOQUE;VEHICULO;0;1;0;38.949.465;-763.031.309;POINT (-76.3031309 3.8949465)
19;2019 Jun 29 12:00:00 AM;URBANA;CARRERA-10--CALLE-3;CHOQUE;VEHICULO;0;0;0;38.958.414;-762.989.938;POINT (-76.2989938 3.8958414)
19;2019 Jun 30 12:00:00 AM;URBANA;CALLE-6--CARRERA-17;CHOQUE;VEHICULO;1;0;0;39.001.981;-763.043.951;POINT (-76.3043951 3.9001981)
19;2019 Jul 02 12:00:00 AM;URBANA;CALLE-4-CARRERA-23;CHOQUE;LUMINARIA;1;0;0;38.997.402;-763.107.125;POINT (-76.3107125 3.8997402)
19;2019 Jul 04 12:00:00 AM;URBANA;CALLE-13-CARRERA-16;CHOQUE;VEHICULO;1;1;0;39.060.925;-763.012.732;POINT (-76.3012732 3.9060925)
19;2019 Jul 05 12:00:00 AM;URBANA;CALLE-3--CARRERA-16;CHOQUE;VEHICULO;0;0;0;38.971.515;-763.044.776;POINT (-76.3044776 3.8971515)
19;2019 Jul 05 12:00:00 AM;URBANA;CARRERA-16--CALLE-21;CHOQUE;VEHICULO;1;0;0;39.267.803;-762.928.028;POINT (-76.2928028 3.9267803)
19;2019 Jul 10 12:00:00 AM;URBANA;CARRERA-8---CALLE-26;CHOQUE;VEHICULO;1;0;0;39.120.319;-762.903.798;POINT (-76.2903798 3.9120319)
19;2019 Jul 11 12:00:00 AM;URBANA;CALLE-1-SUR--CARRERA-16;CHOQUE;VEHICULO;1;0;0;38.945.066;-763.059.903;POINT (-76.3059903 3.8945066)
19;2019 Jul 12 12:00:00 AM;URBANA;CARRERA-12-CALLE-5;CHOQUE;INMUEBLE;1;1;0;38.978.083;-763.003.458;POINT (-76.3003458 3.8978083)
19;2019 Jul 12 12:00:00 AM;URBANA;CALLE-2-SUR-CARRERA-12;CHOQUE;VEHICULO;0;1;0;3.892.779;-763.017.798;POINT (-76.3017798 3.892779)
19;2019 Jul 13 12:00:00 AM;URBANA;CARRERA-18--CALLE-12;CHOQUE;VEHICULO;0;1;0;39.058.559;-763.032.773;POINT (-76.3032773 3.9058559)
19;2019 Jul 13 12:00:00 AM;URBANA;CARRERA-2--CALLE-5;CHOQUE;VEHICULO;0;1;0;38.948.892;-762.920.838;POINT (-76.2920838 3.8948892)
19;2019 Jul 13 12:00:00 AM;URBANA;CARRERA-18--CALLE-17;CHOQUE;VEHICULO;0;1;0;39.102.668;-763.014.058;POINT (-76.3014058 3.9102668)
19;2019 Jul 14 12:00:00 AM;URBANA;CALLE-13--CARRERA-16;CHOQUE;VEHICULO;0;0;0;39.060.925;-763.012.732;POINT (-76.3012732 3.9060925)
19;2019 Jul 14 12:00:00 AM;URBANA;CARRERA-14--CALLE-10;CHOQUE;VEHICULO;1;0;0;39.027.977;-763.005.583;POINT (-76.3005583 3.9027977)
19;2019 Jul 14 12:00:00 AM;URBANA;CARRREA-12-CALLE-18;CHOQUE;VEHICULO;1;1;0;39.090.249;-762.960.732;POINT (-76.2960732 3.9090249)
19;2019 Jul 15 12:00:00 AM;URBANA;CALLE-6-CARRERA-12;CHOQUE;VEHICULO;0;0;0;38.987.171;-763.000.321;POINT (-76.3000321 3.8987171)
19;2019 Jul 16 12:00:00 AM;URBANA;CARRERA-10-CALLE-21;CHOQUE;VEHICULO;1;0;0;39.108.166;-762.936.645;POINT (-76.2936645 3.9108166)
19;2019 Jul 18 12:00:00 AM;URBANA;CALLE-23--CARRERA-10;CHOQUE;VEHICULO;1;0;0;39.120.858;-762.931.526;POINT (-76.2931526 3.9120858)
19;2019 Jul 19 12:00:00 AM;URBANA;CALLE-7-CARRERA-11;CHOQUE;VEHICULO;1;0;0;38.992.933;-762.988.822;POINT (-76.2988822 3.8992933)
19;2019 Jul 19 12:00:00 AM;URBANA;CALLE-30-CARRERA-8;CHOQUE;VEHICULO;1;0;0;39.156.597;-762.885.572;POINT (-76.2885572 3.9156597)
19;2019 Jul 19 12:00:00 AM;URBANA;CALLE-1-SUR-CARRERA-20;CHOQUE;VEHICULO;1;0;0;38.942.767;-763.087.879;POINT (-76.3087879 3.8942767)
19;2019 Jul 19 12:00:00 AM;URBANA;CALLE-3-SUR--CARRERA-15A;CHOQUE;VEHICULO;1;0;0;38.915.904;-763.057.694;POINT (-76.3057694 3.8915904)
19;2019 Jul 22 12:00:00 AM;URBANA;CALLE-4-CARRERA-23;CHOQUE;VEHICULO;1;1;0;38.997.402;-763.107.125;POINT (-76.3107125 3.8997402)
19;2019 Jul 25 12:00:00 AM;URBANA;CARRERA-29--CALLE-14;CHOQUE;VEHICULO;0;1;0;391.205;-763.083.403;POINT (-76.3083403 3.91205)
19;2019 Jul 27 12:00:00 AM;URBANA;CALLE-7--CARRERA-10;CHOQUE;VEHICULO;0;0;0;38.989.651;-762.980.082;POINT (-76.2980082 3.8989651)
19;2019 Jul 27 12:00:00 AM;URBANA;CARRERA-16--CALLE-15;CHOQUE;VEHICULO;1;1;0;39.078.476;-763.007.051;POINT (-76.3007051 3.9078476)
19;2019 Jul 29 12:00:00 AM;URBANA;CALLE-6-CARRERA-12;CHOQUE;VEHICULO;0;1;0;38.987.171;-763.000.321;POINT (-76.3000321 3.8987171)
19;2019 Jul 29 12:00:00 AM;URBANA;CALLE-8--CARRERA-11;CHOQUE;VEHICULO;0;0;0;39.001.156;-762.985.593;POINT (-76.2985593 3.9001156)
19;2019 Jul 31 12:00:00 AM;RURAL;VIA-LA-HABANA-500-MT-AGUAS-DE-BUGA;CHOQUE;VEHICULO;1;0;0;3.890.014;-76.284.464;POINT (-76.284464 3.890014)
19;2019 Jul 31 12:00:00 AM;URBANA;CALLE-8-CARRERA-18;CHOQUE;VEHICULO;1;0;0;39.023.969;-76.304.644;POINT (-76.304644 3.9023969)
19;2019 Aug 01 12:00:00 AM;URBANA;CARRERA-9-PUENTE-DEL-ACADEMICO;CHOQUE;ARBOL;1;1;0;3.892.158;-7.629.872;POINT (-76.29872 3.892158)
19;2019 Aug 02 12:00:00 AM;URBANA;CARRERA-12-CALLE-13-SUR;CHOQUE;VEHICULO;0;0;0;38.865.038;-762.989.367;POINT (-76.2989367 3.8865038)
19;2019 Aug 02 12:00:00 AM;URBANA;CARRERA-10--CALLE-4;CHOQUE;VEHICULO;1;0;0;38.964.988;-762.988.076;POINT (-76.2988076 3.8964988)
19;2019 Aug 03 12:00:00 AM;URBANA;CARRERA-20-CALLE-3;CHOQUE;VEH-EST;1;0;0;38.981.503;-763.076.746;POINT (-76.3076746 3.8981503)
19;2019 Aug 05 12:00:00 AM;URBANA;CALLE-4--CARRERA-19;CHOQUE;VEHICULO;1;0;0;38.986.127;-763.069.452;POINT (-76.3069452 3.8986127)
19;2019 Aug 06 12:00:00 AM;URBANA;CALLE--9--CARRERA-16;CHOQUE;VEHICULO;1;1;0;3.902.545;-763.025.965;POINT (-76.3025965 3.902545)
19;2019 Aug 07 12:00:00 AM;URBANA;CARRERA-24-CALLE-13;CHOQUE;VEHICULO;0;0;0;3.915.495;-762.981.417;POINT (-76.2981417 3.915495)
19;2019 Aug 10 12:00:00 AM;URBANA;CARRERA-1--CALLE-11;CHOQUE;VEHICULO;1;1;0;38.993.845;-762.897.761;POINT (-76.2897761 3.8993845)
19;2019 Aug 10 12:00:00 AM;URBANA;CARRERA-10--CALLE-5;CHOQUE;VEHICULO;0;1;0;38.971.881;-762.985.922;POINT (-76.2985922 3.8971881)
19;2019 Aug 13 12:00:00 AM;URBANA;CALLE-8-CARRERA-16;CHOQUE;VEHICULO;0;1;0;39.016.724;-763.029.113;POINT (-76.3029113 3.9016724)
19;2019 Aug 14 12:00:00 AM;URBANA;CALLE-19--CARRERA-16;CHOQUE;VEHICULO;0;0;0;39.113.137;-762.994.247;POINT (-76.2994247 3.9113137)
19;2019 Aug 17 12:00:00 AM;URBANA;CALLE-4--CARRERA-6;CHOQUE;VEHICULO;1;0;0;39.010.151;-76.290.993;POINT (-76.290993 3.9010151)
19;2019 Aug 17 12:00:00 AM;URBANA;CARRERA-9--CALLE-2-SUR;CHOQUE;VEHICULO;1;0;0;38.927.426;-762.987.469;POINT (-76.2987469 3.8927426)
19;2019 Aug 18 12:00:00 AM;URBANA;CALLE-4-CARRERA-7;CHOQUE;VEHICULO;1;1;0;38.954.222;-762.964.781;POINT (-76.2964781 3.8954222)
19;2019 Aug 19 12:00:00 AM;RURAL;VIA-BUGA-LA-MAGDALENA;CHOQUE;VEHICULO;0;1;0;388.905;-7.622.015;POINT (-76.22015 3.88905)
19;2019 Aug 18 12:00:00 AM;URBANA;CARRERA-10--CALLE-5;CHOQUE;VEHICULO;0;1;0;38.971.881;-762.985.922;POINT (-76.2985922 3.8971881)
19;2019 Aug 22 12:00:00 AM;URBANA;CARRERA-12--CALLE-5;CHOQUE;VEH-EST;0;0;0;38.978.083;-763.003.458;POINT (-76.3003458 3.8978083)
19;2019 Aug 24 12:00:00 AM;URBANA;CALLE-19--CARRERA-16;CHOQUE;VEHICULO;1;1;0;39.113.137;-762.994.247;POINT (-76.2994247 3.9113137)
19;2019 Aug 24 12:00:00 AM;URBANA;CARRERA-13-CALLE-15;CHOQUE;VEHICULO;0;1;0;39.067.414;-762.979.179;POINT (-76.2979179 3.9067414)
19;2019 Aug 24 12:00:00 AM;URBANA;CARRERA-13-CARRERA-12;CHOQUE;MURO;0;1;0;39.167.025;-762.931.126;POINT (-76.2931126 3.9167025)
19;2019 Aug 25 12:00:00 AM;URBANA;CALLE-5-CARRERA-15;CHOQUE;VEHICULO;0;1;0;38.987.145;-763.029.713;POINT (-76.3029713 3.8987145)
19;2019 Aug 27 12:00:00 AM;URBANA;CALLE-8-SUR-CARRERA-9;VOLCAMIENTO;NA;0;1;0;391.306;-762.899.071;POINT (-76.2899071 3.91306)
19;2019 Aug 28 12:00:00 AM;URBANA;CALLE-16--CARRERA-15;CHOQUE;VEHICULO;0;1;0;39.084.789;-762.993.152;POINT (-76.2993152 3.9084789)
19;2019 Aug 29 12:00:00 AM;URBANA;CALLE-4--CARRERA-3-E;CHOQUE;VEHICULO;0;0;0;38.926.971;-762.911.421;POINT (-76.2911421 3.8926971)
19;2019 Aug 30 12:00:00 AM;URBANA;CARRERA-12--CALLE-16;CHOQUE;VEHICULO;1;1;0;39.071.987;-7.629.682;POINT (-76.29682 3.9071987)
19;2019 Sep 01 12:00:00 AM;URBANA;CALLE-1-SUR--CARRERA-12;CHOQUE;VEHICULO;0;0;0;38.932.343;-763.017.086;POINT (-76.3017086 3.8932343)
19;2019 Sep 03 12:00:00 AM;URBANA;CARRERA-1--CALLE-10;CHOQUE;VEHICULO;1;0;0;38.984.833;-76.290.097;POINT (-76.290097 3.8984833)
19;2019 Sep 11 12:00:00 AM;URBANA;CALLE-5-CARRERA-15;CHOQUE;VEHICULO;1;0;0;38.987.145;-763.029.713;POINT (-76.3029713 3.8987145)
19;2019 Sep 11 12:00:00 AM;URBANA;CALLE-8--CARRERA-18;CHOQUE;VEHICULO;1;0;0;38.884.555;-763.096.441;POINT (-76.3096441 3.8884555)
19;2019 Sep 13 12:00:00 AM;URBANA;CALLE-1-SUR-CARRERA-12;CHOQUE;VEHICULO;1;0;0;38.932.343;-763.017.086;POINT (-76.3017086 3.8932343)
19;2019 Sep 13 12:00:00 AM;URBANA;CALLE-3-CARRERA-11;CHOQUE;VEHICULO;1;0;0;38.959.979;-762.998.697;POINT (-76.2998697 3.8959979)
19;2019 Sep 14 12:00:00 AM;URBANA;CARRERA-1--CALLE-10;CHOQUE;VEHICULO;1;1;0;38.984.833;-76.290.097;POINT (-76.290097 3.8984833)
19;2019 Sep 16 12:00:00 AM;URBANA;CALLE-1-SUR-CARRERA-16;CHOQUE;VEHICULO;0;0;0;38.945.066;-763.059.903;POINT (-76.3059903 3.8945066)
19;2019 Sep 17 12:00:00 AM;URBANA;CALLE-16--CARRERA-12;CHOQUE;VEHICULO;1;0;0;39.071.987;-7.629.682;POINT (-76.29682 3.9071987)
19;2019 Sep 17 12:00:00 AM;URBANA;BUGA-TULUA-KM1-CALLEJON-LA-03IA;CHOQUE;VEH-EST;1;1;0;39.361.068;-762.820.291;POINT (-76.2820291 3.9361068)
19;2019 Sep 18 12:00:00 AM;URBANA;CARRERA-18-CALLE-8;CHOQUE;VEHICULO;0;0;0;39.023.969;-76.304.644;POINT (-76.304644 3.9023969)
19;2019 Sep 18 12:00:00 AM;URBANA;CARRERA-1--CALLE-7;CHOQUE;VEHICULO;1;0;0;38.961.376;-762.907.721;POINT (-76.2907721 3.8961376)
19;2019 Sep 19 12:00:00 AM;URBANA;CARRERA-15-CALE-5;CHOQUE;VEHICULO;1;1;0;38.987.145;-763.029.713;POINT (-76.3029713 3.8987145)
19;2019 Sep 19 12:00:00 AM;URBANA;CARRERA-8--CALLE-19;CHOQUE;VEHICULO;0;0;0;39.081.713;-762.924.012;POINT (-76.2924012 3.9081713)
19;2019 Sep 20 12:00:00 AM;URBANA;CALLE-22--CARRERA-12;CHOQUE;VEHICULO;1;1;0;39.118.547;-76.294.965;POINT (-76.294965 3.9118547)
19;2019 Sep 21 12:00:00 AM;URBANA;CALLE-4-SUR--CARRERA-4-SUR;CHOQUE;VEHICULO;0;1;0;38.897.281;-762.919.932;POINT (-76.2919932 3.8897281)
19;2019 Sep 21 12:00:00 AM;URBANA;CALLE-4--CARRERA-23;CHOQUE;VEHICULO;0;1;0;38.997.402;-763.107.125;POINT (-76.3107125 3.8997402)
19;2019 Sep 22 12:00:00 AM;URBANA;KILOMETRO-1-VIA-LA-HABANA;CHOQUE;VEHICULO;0;0;0;38.946.048;-763.055.772;POINT (-76.3055772 3.8946048)
19;2019 Sep 22 12:00:00 AM;URBANA;CALLE-8-CARRERA-7;CHOQUE;VEHICULO;1;1;0;38.987.321;-762.950.352;POINT (-76.2950352 3.8987321)
19;2019 Sep 24 12:00:00 AM;URBANA;CARRERA-17--CALLE-5-SUR;CHOQUE;VEHICULO;0;1;0;38.911.599;-762.942.507;POINT (-76.2942507 3.8911599)
19;2019 Oct 25 12:00:00 AM;URBANA;CALLE-5--CARRERA-11;CHOQUE;VEHICULO;0;1;0;38.975.104;-762.994.621;POINT (-76.2994621 3.8975104)
19;2019 Sep 27 12:00:00 AM;URBANA;CARRERA-12-FRENTE-AL-LICEO-DE-LOS-ANDES;CHOQUE;VEHICULO;0;0;0;38.799.187;-762.982.422;POINT (-76.2982422 3.8799187)
19;2019 Sep 27 12:00:00 AM;URBANA;CARRERA-8---CALLE-12;CHOQUE;VEHICULO;1;1;0;39.023.046;-762.946.825;POINT (-76.2946825 3.9023046)
19;2019 Sep 27 12:00:00 AM;URBANA;CALLE-1-SUR--CALLE-21;CHOQUE;VEHICULO;0;1;0;38.997.747;-76.291.355;POINT (-76.291355 3.8997747)
19;2019 Sep 30 12:00:00 AM;URBANA;CALLE-3-SUR-CARRERA-16;ATROPELLO;NA;0;1;0;38.916.847;-76.306.543;POINT (-76.306543 3.8916847)
19;2019 Oct 02 12:00:00 AM;URBANA;CARRERA-8--CALLE-12;CHOQUE;VEHICULO;0;1;0;39.023.046;-762.946.825;POINT (-76.2946825 3.9023046)
19;2019 Oct 02 12:00:00 AM;URBANA;CARRERA-6--CALLE-8;CHOQUE;VEHICULO;0;1;0;38.984.747;-762.943.962;POINT (-76.2943962 3.8984747)
19;2019 Oct 03 12:00:00 AM;URBANA;CARRERA-10--CALLE-4;CHOQUE;VEHICULO;0;0;0;38.964.988;-762.988.076;POINT (-76.2988076 3.8964988)
19;2019 Oct 03 12:00:00 AM;URBANA;CALLE-9--CARRERA-7;CHOQUE;VEHICULO;1;1;0;38.995.964;-762.945.655;POINT (-76.2945655 3.8995964)
19;2019 Oct 05 12:00:00 AM;URBANA;PARQUEADERO-SUP.CAÑAVERAL;CHOQUE;VEHICULO;0;1;0;39.007.399;-763.012.022;POINT (-76.3012022 3.9007399)
19;2019 Oct 05 12:00:00 AM;URBANA;CARRERA-14--CALLE-19;CHOQUE;VEHICULO;0;1;0;39.102;-762.971.673;POINT (-76.2971673 3.9102)
19;2019 Oct 06 12:00:00 AM;URBANA;CARRERA-9--CALLE-10;CHOQUE;VEHICULO;0;0;0;39.010.848;-762.962.038;POINT (-76.2962038 3.9010848)
19;2019 Oct 06 12:00:00 AM;URBANA;CALLE-5-CARRERA-1E;CHOQUE;VEHICULO;1;1;0;39.002.633;-762.884.592;POINT (-76.2884592 3.9002633)
19;2019 Oct 07 12:00:00 AM;NACIONAL;KILOMETRO-8-VIA-BUGA-MEDIACA0A;CHOQUE;VEHICULO;0;1;0;3.892.217;-76.330.657;POINT (-76.330657 3.892217)
19;2019 Oct 07 12:00:00 AM;URBANA;CARRERA-1--CALLE-10;CHOQUE;VEHICULO;0;0;0;38.984.833;-76.290.097;POINT (-76.290097 3.8984833)
19;2019 Oct 08 12:00:00 AM;URBANA;CARRERA-15--CALLE-5;CHOQUE;VEHICULO;0;0;0;38.987.145;-763.029.713;POINT (-76.3029713 3.8987145)
19;2019 Oct 10 12:00:00 AM;URBANA;CARRERA-12-SUR-VIA-BUGA-GUACARI;VOLCAMIENTO;NA;1;1;1;3.866.368;-76.294.611;POINT (-76.294611 3.866368)
19;2019 Oct 11 12:00:00 AM;URBANA;CARRERA-8-CALLE-11;CHOQUE;VEHICULO;0;0;0;39.015.075;-762.950.286;POINT (-76.2950286 3.9015075)
19;2019 Oct 13 12:00:00 AM;URBANA;VIA-BUGA-LA-MGDALENA;CHOQUE;VEHICULO;1;0;0;38.834.698;-762.942.195;POINT (-76.2942195 3.8834698)
19;2019 Oct 13 12:00:00 AM;URBANA;CARRERA-15-CALLE-1;CHOQUE;VEHICULO;1;1;0;38.951.682;-763.041.431;POINT (-76.3041431 3.8951682)
19;2019 Oct 13 12:00:00 AM;URBANA;CARRERA-12-SUR-VIA-BUGA-QUEBRADA-SECA;CHOQUE;VEHICULO;0;1;0;3.873.678;-76.297.101;POINT (-76.297101 3.873678)
19;2019 Oct 14 12:00:00 AM;URBANA;CARRERA-12--CALLE-2;CAIDA-ACOMPAÑANTE;NA;0;0;0;38.953.229;-763.012.119;POINT (-76.3012119 3.8953229)
19;2019 Oct 14 12:00:00 AM;URBANA;CALLE-3--CARRERA-17;CHOQUE;VEHICULO;1;0;0;38.974.054;-763.054.108;POINT (-76.3054108 3.8974054)
19;2019 Oct 14 12:00:00 AM;URBANA;CALLE-5--CARRERA-16;CHOQUE;VEHICULO;1;1;0;38.990.286;-763.038.275;POINT (-76.3038275 3.8990286)
19;2019 Oct 18 12:00:00 AM;URBANA;CARRERA-18-CALLE-11;CHOQUE;VEHICULO;0;0;0;39.049.962;-763.036.329;POINT (-76.3036329 3.9049962)
19;2019 Oct 19 12:00:00 AM;URBANA;CALLE-4--CARRERA-23;CHOQUE;VEHICULO;1;1;0;38.997.402;-763.107.125;POINT (-76.3107125 3.8997402)
19;2019 Oct 19 12:00:00 AM;URBANA;CALLE-12--CARRERA-13;CHOQUE;VEHICULO;0;1;0;39.040.381;-762.990.731;POINT (-76.2990731 3.9040381)
19;2019 Oct 20 12:00:00 AM;URBANA;CARRERA-9-CALLE-19;CHOQUE;VEHICULO;0;0;0;39.085.076;-762.930.793;POINT (-76.2930793 3.9085076)
19;2019 Oct 20 12:00:00 AM;URBANA;CALLE-30-CARRERA-9;CHOQUE;VEHICULO;1;1;0;39.193.594;-762.884.592;POINT (-76.2884592 3.9193594)
19;2019 Oct 22 12:00:00 AM;URBANA;CARRERA-8-CALLE-31C;CHOQUE;ARBOL;0;1;0;39.177.914;-762.875.603;POINT (-76.2875603 3.9177914)
19;2019 Oct 22 12:00:00 AM;URBANA;CARRERA-11--CALLE-5;CHOQUE;VEHICULO;0;1;0;38.975.104;-762.994.621;POINT (-76.2994621 3.8975104)
19;2019 Oct 26 12:00:00 AM;URBANA;CALLE-20--CARRERA-15;CHOQUE;VEHICULO;0;0;0;39.116.131;-762.980.183;POINT (-76.2980183 3.9116131)
19;2019 Oct 29 12:00:00 AM;URBANA;CARRERA-9--CALLE-10;CHOQUE;VEHICULO;1;1;0;39.010.848;-762.962.038;POINT (-76.2962038 3.9010848)
19;2019 Nov 01 12:00:00 AM;URBANA;CALLE-4--CARRERA-6;CHOQUE;VEHICULO;0;0;0;39.010.151;-76.290.993;POINT (-76.290993 3.9010151)
19;2019 Nov 01 12:00:00 AM;URBANA;CARRERA-1-CALLE-13;CHOQUE;VEHICULO;1;0;0;38.956.901;-763.108.658;POINT (-76.3108658 3.8956901)
19;2019 Nov 04 12:00:00 AM;URBANA;CALLE-1-SUR--CARRERA-20;CHOQUE;VEHICULO;1;1;0;38.942.767;-763.087.879;POINT (-76.3087879 3.8942767)
19;2019 Nov 04 12:00:00 AM;URBANA;CALLE-2-SUR-CARRERA-5;CHOQUE;VEHICULO;0;1;0;38.908.005;-762.925.341;POINT (-76.2925341 3.8908005)
19;2019 Nov 09 12:00:00 AM;URBANA;CARRERA-18-CALLE-11;ATROPELLO;NA;0;0;0;39.049.962;-763.036.329;POINT (-76.3036329 3.9049962)
19;2019 Nov 10 12:00:00 AM;URBANA;CALLE-5--CARRERA-5;CHOQUE;VEHICULO;1;1;0;38.939.693;-762.894.452;POINT (-76.2894452 3.8939693)
19;2019 Nov 12 12:00:00 AM;URBANA;CALLE-8--CARRERA-13;CHOQUE;VEHICULO;0;0;0;39.007.222;-763.002.686;POINT (-76.3002686 3.9007222)
19;2019 Nov 12 12:00:00 AM;URBANA;CALLE-16--CARRERA-7;CHOQUE;VEHICULO;1;0;0;39.051.355;-7.629.193;POINT (-76.29193 3.9051355)
19;2019 Nov 13 12:00:00 AM;URBANA;CARRERA-8--CALLE-15;CHOQUE;VEHICULO;1;0;0;39.051.366;-762.935.797;POINT (-76.2935797 3.9051366)
19;2019 Nov 14 12:00:00 AM;URBANA;CARRERA-11--CALLE-13;CHOQUE;VEHICULO;1;0;0;39.041.709;-762.970.233;POINT (-76.2970233 3.9041709)
19;2019 Nov 15 12:00:00 AM;URBANA;CALLE-2-SUR-CARRERA-10;CHOQUE;VEHICULO;1;1;0;38.927.704;-76.299.729;POINT (-76.299729 3.8927704)
19;2019 Nov 16 12:00:00 AM;URBANA;CARRERA-13C-CALLE-6-SUR;CHOQUE;VEHICULO;0;1;0;38.913.388;-763.039.147;POINT (-76.3039147 3.8913388)
19;2019 Nov 17 12:00:00 AM;URBANA;CARRERA-9-CALLE-8;CHOQUE;VEHICULO;0;1;0;38.994.625;-762.968.451;POINT (-76.2968451 3.8994625)
19;2019 Nov 17 12:00:00 AM;URBANA;CALLE-23--CARRERA-14;CHOQUE;VEHICULO;0;0;0;39.132.665;-762.959.832;POINT (-76.2959832 3.9132665)
19;2019 Nov 20 12:00:00 AM;URBANA;CARRERA-14-CALLE-17;CHOQUE;VEHICULO;1;1;0;39.087.222;-76.297.844;POINT (-76.297844 3.9087222)
19;2019 Nov 20 12:00:00 AM;URBANA;CARRERA-1-SUR-CALLE-1-SUR;CHOQUE;VEHICULO;0;0;0;38.997.747;-76.291.355;POINT (-76.291355 3.8997747)
19;2019 Nov 21 12:00:00 AM;URBANA;CARRERA-15--CALLE-30;CHOQUE;VEHICULO;1;0;0;39.184.591;-762.953.586;POINT (-76.2953586 3.9184591)
19;2019 Nov 24 12:00:00 AM;URBANA;CALLE-8--CARRERA-9;CHOQUE;VEHICULO;1;1;0;38.994.625;-762.968.451;POINT (-76.2968451 3.8994625)
19;2019 Nov 25 12:00:00 AM;URBANA;CALLE-4--CARRERA-19;CHOQUE;VEHICULO;0;1;0;38.986.127;-763.069.452;POINT (-76.3069452 3.8986127)
19;2019 Nov 29 12:00:00 AM;URBANA;CARRERA-14--CALLE-10;CHOQUE;VEHICULO;0;1;0;39.027.977;-763.005.583;POINT (-76.3005583 3.9027977)
19;2019 Nov 29 12:00:00 AM;URBANA;CALLE-1--CARRERA-16;CHOQUE;VEHICULO;0;1;0;38.954.828;-763.050.485;POINT (-76.3050485 3.8954828)
19;2019 Nov 30 12:00:00 AM;URBANA;CALLE-5-N-CARRERA-6;CHOQUE;VEHICULO;0;1;0;39.002.633;-762.884.592;POINT (-76.2884592 3.9002633)
19;2019 Nov 30 12:00:00 AM;URBANA;CALLE-7-CARRERA-7;CHOQUE;VEHICULO;0;1;0;38.980.403;-762.953.901;POINT (-76.2953901 3.8980403)
19;2019 Dec 05 12:00:00 AM;RURAL;VIA-EL-VINCULO-CALLEJON-LA-TIENDA-BUGA;CHOQUE;VEHICULO;0;1;0;3.818.773;-76.306.361;POINT (-76.306361 3.818773)
19;2019 Dec 05 12:00:00 AM;URBANA;CALLE-13-A--CARRERA-7;CHOQUE;VEHICULO;0;1;0;39.031.239;-76.292.803;POINT (-76.292803 3.9031239)
19;2019 Dec 05 12:00:00 AM;RURAL;SALIDA-SURBUGA,CALI-ROTONDA-BRISAS-DEL-VALLE;CHOQUE;VEHICULO;0;1;0;39.023.308;-762.986.421;POINT (-76.2986421 3.9023308)
